Question,Answer
"A “Wankel” [VON-kull] one of these devices uses a Reauleaux triangle rotor. This device’s “Carnot” [kar-NOH] type has perfect efﬁciency. The Otto cycle models a four-stroke example of these devices that once relied on (*) carburetors for proper air mixture. Piston compression causes ignition in the Diesel type of these devices, which may convey rotational motion via crankshaft. For ten points, which device’s “internal combustion” type is found in most cars?","engines (accept motors; accept Wankel engine, Carnot engine, Diesel engine, or internal combustion engine)"
"A poem at the bottom of this expressionist painting describes “Blood and Flaming tongues” that “hovered” as this painting’s central ﬁgure “stayed behind - quaking with Angst” while two friends walked on “above the blue-black / (*) Fjord.” A red sky in this painting may have been inspired by vibrant sunsets caused by the eruption of Krakatoa, and illuminate a harbor in Oslo. For ten points, name this painting by Edvard Munch in which a hairless human raises their hands to their face and opens their mouth wide.",The Scream (accept Der Schrei der Natur or The Scream of Nature; accept Skrik)
"In a story by this author translated by Jean de la Fontaine, one of the title characters promises to repay a loan with interest by August, but is disdainfully told to “dance” since she spent the summer singing. In another story by this author, a title character takes a (*) nap and consequently loses a race against a slower, but more diligent animal. For ten points, “The Ant and the Grasshopper” is attributed to what Greek slave, whose namesake fables include “The Tortoise and the Hare?”",Aesop
"A palace in this country contains the Court of the Myrtles and the Hall of the Abencerrajes, and was built during the Nasrid Dynasty. In this country, an eighteen-spired cathedral combining Gothic and (*) Art Nouveau styles has been under construction since 1882, and was designed by Antoni Gaud´ ı. The Alhambra in Granada is within, for ten points, what European country, where the Sagrada Familia cathedral is being built in Barcelona?",Spain (accept Kingdom of Spain; accept Reino de Espa˜ na)
"This composer adapted a theme from Frederick the Great into The Musical Offering, and composed a set of Variations to help Count Keyser-lingk deal with his insomnia. This composer dedicated a set of concertos to Margrave Christian Ludwig of (*) Brandenburg, and used all twenty-four major and minor keys to write a set of preludes and fugues [fyoogs]. For ten points, name this German Baroque composer whose works for keyboard instruments include the Goldberg Variations and The Well-Tempered Clavier [klah-veer].",Johann Sebastian Bach (accept J.S. Bach)
"Tourism to this historic compound usually includes visits to the towns of Zalesye and Kopachi, a tour of the Red Forest, and an inspection of the New Safe Conﬁnement erected in 2016. This facility contains a corium-lava (*) “elephant’s foot” discovered by “liquidators” in 1986. An arched steel structure at this facility encloses a concrete sarcophagus around reactor number four. For ten points, name this power plant near the town of Pripyat in Ukraine, the site of a massive nuclear disaster.",Chernobyl Nuclear Power Plant (accept ChNPP; accept Vladimir Lenin Nuclear Power Plant)
"In a poem by this author, the speaker becomes “tired and sick” in a “lecture-room” and leaves to look up “in perfect silence at the stars.” This poet of “When I Heard the Learn’d Astronomer” said “the great star early droop’d in the western sky” in the poem “When (*) Lilacs Last in the Dooryard Bloom’d,” and wrote “our fearful trip is done” in another poem dedicated to Abraham Lincoln. For ten points, name this poet who collected “O Captain! My Captain!” and “Song of Myself” in Leaves of Grass.",Walt Whitman (accept Walter Whitman)
"Cladograms are used to revise this science, which is imprecise due to para-phyletic groups. This science once used the heading Monera. A dichotomous key in this system may point to the modern domain Archaea. Carl (*) Linnaeus is the “father” of this science, in which binomial nomenclature gives the name Homo sapiens to the human species. For ten points, what branch of biology uses groups like the “kingdom” and “genus” to classify organisms?","taxonomy (accept word forms like taxonomic classiﬁcation; prompt on “cladistics,” “systematics,” or “biology;” prompt on “classiﬁcation” before “classify” is read)"
"This country’s city of Maidan Shahr was brieﬂy led by Zarifa Ghafari, its youngest female mayor. ISIS claimed responsibility for a suicide bombing that killed nearly two hundred people at this country’s (*) Hamid Karzai Airport; in the following days, the US killed seven children in a retaliatory drone strike. This country’s leader, Ashraf Ghani, ﬂed to nearby Uzbekistan in August 2021. Two weeks of airlift evacuations followed the American withdrawal from, for ten points, what Asian country where Kabul is controlled by the Taliban?",Afghanistan (accept Islamic Emirate of Afghanistan; accept Da Afganistan Islami Imarat; accept Emarat-e Eslami-ye Afghanestan; accept Islamic Republic of Afghanistan; accept Jumhuri-yi Islami-yi Afganistan; accept Da Afganistan Islami Jumhoryat)
"One of these religious structures named “The Place of Teti’s Cult is Enduring” has a “Cannibal Hymn” inscribed on its walls as part of a “Text” named for these places. The “Teti” one of these structures is a smooth-sided one in Saqqara, near one built for (*) Djoser [JOH-sur] by Imhotep. Mastabas were a “stepped” type of these structures, three of which were built for rulers like Khafre and Khufu near Giza. For ten points, name this large, imposing kind of structure where Egyptian pharaohs were buried.","pyramids (accept pyramids of Giza; accept descriptions of speciﬁc pyramids, such as the Pyramid of Teti, Djoser, Menkaure, Khafre, and/or Khufu; prompt on more general terms like “tomb,” “necropolis,” or “burial place”)"
